question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_target_zone,trace_clog_location,trace_gate_state,trace_bubble_position,trace_satellite_side,trace_fluorescent_count
raw_q_e920de5e1bc7d7,raw_mf_00310,images/raw_mf_00310.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,low_contrast,standard,dense_debris,center,none,upper,none,both,1
raw_q_a92e185d7986e9,raw_mf_00310,images/raw_mf_00310.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,standard,dense_debris,center,none,upper,none,both,1
raw_q_f4dccc42237360,raw_mf_00311,images/raw_mf_00311.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,easy,clear,standard,partial_occlusion,inlet,junction,upper,none,downstream,1
raw_q_34f28153c94573,raw_mf_00311,images/raw_mf_00311.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,standard,partial_occlusion,inlet,junction,upper,none,downstream,1
raw_q_9b599d50e7525e,raw_mf_00311,images/raw_mf_00311.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,easy,clear,standard,partial_occlusion,inlet,junction,upper,none,downstream,1
raw_q_78d9cc9dc7d1a8,raw_mf_00312,images/raw_mf_00312.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,medium,noisy,standard,standard,inlet,junction,upper,none,downstream,2
raw_q_0a5b146ccb8e3c,raw_mf_00312,images/raw_mf_00312.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,noisy,standard,standard,inlet,junction,upper,none,downstream,2
raw_q_4e86e73f903974,raw_mf_00312,images/raw_mf_00312.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,noisy,standard,standard,inlet,junction,upper,none,downstream,2
raw_q_497155b3c6f285,raw_mf_00313,images/raw_mf_00313.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,low_contrast,wide,standard,upper,junction,lower,none,downstream,1
raw_q_c46f4e652bdc54,raw_mf_00313,images/raw_mf_00313.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,wide,standard,upper,junction,lower,none,downstream,1
raw_q_0e0e080abfb0b9,raw_mf_00313,images/raw_mf_00313.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,low_contrast,wide,standard,upper,junction,lower,none,downstream,1
raw_q_3acedb7f97285a,raw_mf_00314,images/raw_mf_00314.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,crowded,compact,dense_debris,inlet,none,inlet,none,downstream,0
raw_q_2768c2bd9a0e2e,raw_mf_00314,images/raw_mf_00314.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,crowded,compact,dense_debris,inlet,none,inlet,none,downstream,0
raw_q_02283deb31fe92,raw_mf_00314,images/raw_mf_00314.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,crowded,compact,dense_debris,inlet,none,inlet,none,downstream,0
raw_q_eb69d6b89fd68e,raw_mf_00315,images/raw_mf_00315.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,crowded,standard,dense_debris,inlet,inlet,inlet,none,not_visible,1
raw_q_71c5cf529dd928,raw_mf_00315,images/raw_mf_00315.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,hard,crowded,standard,dense_debris,inlet,inlet,inlet,none,not_visible,1
raw_q_c456400e13cd67,raw_mf_00315,images/raw_mf_00315.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,hard,crowded,standard,dense_debris,inlet,inlet,inlet,none,not_visible,1
raw_q_bf9e056417cd3e,raw_mf_00316,images/raw_mf_00316.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,noisy,standard,partial_occlusion,center,inlet,inlet,none,not_visible,3
raw_q_e8029a2fb3c5e2,raw_mf_00316,images/raw_mf_00316.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,noisy,standard,partial_occlusion,center,inlet,inlet,none,not_visible,3
raw_q_bcd6719aab4935,raw_mf_00316,images/raw_mf_00316.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,noisy,standard,partial_occlusion,center,inlet,inlet,none,not_visible,3
raw_q_3a3cecd9b15b57,raw_mf_00317,images/raw_mf_00317.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,low_contrast,wide,dim_fluorescence,lower,inlet,inlet,upper,upstream,0
raw_q_3dacaecc62ec05,raw_mf_00317,images/raw_mf_00317.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,medium,low_contrast,wide,dim_fluorescence,lower,inlet,inlet,upper,upstream,0
raw_q_1da6ce212f4963,raw_mf_00317,images/raw_mf_00317.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,medium,low_contrast,wide,dim_fluorescence,lower,inlet,inlet,upper,upstream,0
raw_q_d6c79704abdf03,raw_mf_00318,images/raw_mf_00318.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,low_contrast,wide,dim_fluorescence,inlet,none,upper,lower,both,3
raw_q_6edc6f35674785,raw_mf_00318,images/raw_mf_00318.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,hard,low_contrast,wide,dim_fluorescence,inlet,none,upper,lower,both,3
raw_q_c0458fe9b553bd,raw_mf_00318,images/raw_mf_00318.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,low_contrast,wide,dim_fluorescence,inlet,none,upper,lower,both,3
raw_q_6d3f6ac14d77a7,raw_mf_00319,images/raw_mf_00319.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,hard,crowded,standard,standard,upper,junction,lower,upper,upstream,4
raw_q_3af22818bf465a,raw_mf_00319,images/raw_mf_00319.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,crowded,standard,standard,upper,junction,lower,upper,upstream,4
raw_q_baabd77e9b296d,raw_mf_00319,images/raw_mf_00319.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,hard,crowded,standard,standard,upper,junction,lower,upper,upstream,4
raw_q_3e6c6b19704d51,raw_mf_00320,images/raw_mf_00320.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,low_contrast,compact,standard,center,junction,inlet,lower,both,2
raw_q_b9d1ad1869da74,raw_mf_00320,images/raw_mf_00320.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,hard,low_contrast,compact,standard,center,junction,inlet,lower,both,2
raw_q_7870f9580ddf31,raw_mf_00320,images/raw_mf_00320.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,hard,low_contrast,compact,standard,center,junction,inlet,lower,both,2
raw_q_6cc36513f03249,raw_mf_00321,images/raw_mf_00321.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,easy,clear,standard,standard,center,junction,upper,junction,upstream,1
raw_q_41215ed43c0f3d,raw_mf_00321,images/raw_mf_00321.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,standard,standard,center,junction,upper,junction,upstream,1
raw_q_86e024a896d5ff,raw_mf_00321,images/raw_mf_00321.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,easy,clear,standard,standard,center,junction,upper,junction,upstream,1
raw_q_18730f585ee70f,raw_mf_00322,images/raw_mf_00322.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,noisy,wide,standard,center,lower,upper,none,not_visible,2
raw_q_d3986c4ea959db,raw_mf_00322,images/raw_mf_00322.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,noisy,wide,standard,center,lower,upper,none,not_visible,2
raw_q_ae51b5eee20e1b,raw_mf_00322,images/raw_mf_00322.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,noisy,wide,standard,center,lower,upper,none,not_visible,2
raw_q_b231a8c658ab60,raw_mf_00323,images/raw_mf_00323.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,low_contrast,standard,standard,lower,lower,upper,junction,both,4
raw_q_b920252da00323,raw_mf_00323,images/raw_mf_00323.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,low_contrast,standard,standard,lower,lower,upper,junction,both,4
raw_q_8230fdff29e831,raw_mf_00323,images/raw_mf_00323.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,standard,standard,lower,lower,upper,junction,both,4
raw_q_5e4a96a67af8b5,raw_mf_00324,images/raw_mf_00324.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,medium,clear,standard,partial_occlusion,upper,lower,lower,lower,upstream,0
raw_q_89deb97baff239,raw_mf_00324,images/raw_mf_00324.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,clear,standard,partial_occlusion,upper,lower,lower,lower,upstream,0
raw_q_787f646de55767,raw_mf_00324,images/raw_mf_00324.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,medium,clear,standard,partial_occlusion,upper,lower,lower,lower,upstream,0
raw_q_9d1f495f667cb1,raw_mf_00325,images/raw_mf_00325.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,easy,clear,wide,standard,upper,junction,inlet,none,not_visible,3
raw_q_ab45fe5620cbd4,raw_mf_00325,images/raw_mf_00325.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,clear,wide,standard,upper,junction,inlet,none,not_visible,3
raw_q_674ca74f0334d4,raw_mf_00325,images/raw_mf_00325.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,clear,wide,standard,upper,junction,inlet,none,not_visible,3
raw_q_f34e24d3479d73,raw_mf_00326,images/raw_mf_00326.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,noisy,wide,standard,upper,none,lower,none,downstream,3
raw_q_73f1e5a0128866,raw_mf_00326,images/raw_mf_00326.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,noisy,wide,standard,upper,none,lower,none,downstream,3
raw_q_b92bcb718737ee,raw_mf_00326,images/raw_mf_00326.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,wide,standard,upper,none,lower,none,downstream,3
raw_q_ec73a8a20a322f,raw_mf_00327,images/raw_mf_00327.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,low_contrast,standard,standard,center,none,upper,none,not_visible,2
raw_q_9876af41a86734,raw_mf_00327,images/raw_mf_00327.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,standard,standard,center,none,upper,none,not_visible,2
raw_q_a809842b4cee87,raw_mf_00327,images/raw_mf_00327.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,low_contrast,standard,standard,center,none,upper,none,not_visible,2
raw_q_936d901a16762a,raw_mf_00328,images/raw_mf_00328.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,low_contrast,wide,dense_debris,center,lower,lower,none,downstream,3
raw_q_8b636fc5b68789,raw_mf_00328,images/raw_mf_00328.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,low_contrast,wide,dense_debris,center,lower,lower,none,downstream,3
raw_q_916ceca252ac19,raw_mf_00328,images/raw_mf_00328.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,low_contrast,wide,dense_debris,center,lower,lower,none,downstream,3
raw_q_6d53a2f7d7d648,raw_mf_00329,images/raw_mf_00329.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,clear,wide,partial_occlusion,upper,junction,junction,none,not_visible,2
raw_q_3e7555a774572c,raw_mf_00329,images/raw_mf_00329.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,clear,wide,partial_occlusion,upper,junction,junction,none,not_visible,2
raw_q_12113b71e27f22,raw_mf_00329,images/raw_mf_00329.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,clear,wide,partial_occlusion,upper,junction,junction,none,not_visible,2
raw_q_3037099f136d00,raw_mf_00330,images/raw_mf_00330.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,easy,clear,wide,standard,lower,inlet,lower,none,upstream,0
